Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2145.01, Los Angeles County, California",214501,Mid-Wilshire,1400000US06037214501,"(34.070503, -118.357312)",Drinking_Water_Contaminants_2017_1400000US06037214501,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2145.02, Los Angeles County, California",214502,Mid-Wilshire,1400000US06037214502,"(34.0677735, -118.35135)",Drinking_Water_Contaminants_2017_1400000US06037214502,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2145.03, Los Angeles County, California",214503,Mid-Wilshire,1400000US06037214503,"(34.0673015, -118.3536195)",Drinking_Water_Contaminants_2017_1400000US06037214503,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2146, Los Angeles County, California",214600,Beverly Grove,1400000US06037214600,"(34.0725795, -118.365913)",Drinking_Water_Contaminants_2017_1400000US06037214600,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2147, Los Angeles County, California",214700,Beverly Grove,1400000US06037214700,"(34.0665205, -118.366383)",Drinking_Water_Contaminants_2017_1400000US06037214700,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2148, Los Angeles County, California",214800,Beverly Grove,1400000US06037214800,"(34.070088, -118.3732965)",Drinking_Water_Contaminants_2017_1400000US06037214800,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,780.2587018,"Census Tract 2149.01, Los Angeles County, California",214901,Beverly Grove,1400000US06037214901,"(34.0742895, -118.387219)",Drinking_Water_Contaminants_2017_1400000US06037214901,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,781.004525,"Census Tract 2149.02, Los Angeles County, California",214902,Beverly Grove,1400000US06037214902,"(34.073012, -118.379762)",Drinking_Water_Contaminants_2017_1400000US06037214902,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2151.01, Los Angeles County, California",215101,Mid-Wilshire,1400000US06037215101,"(34.063565, -118.3542505)",Drinking_Water_Contaminants_2017_1400000US06037215101,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2151.02, Los Angeles County, California",215102,Mid-Wilshire,1400000US06037215102,"(34.0648495, -118.3456205)",Drinking_Water_Contaminants_2017_1400000US06037215102,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2161, Los Angeles County, California",216100,Mid-Wilshire,1400000US06037216100,"(34.0568595, -118.3378575)",Drinking_Water_Contaminants_2017_1400000US06037216100,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2162, Los Angeles County, California",216200,Mid-Wilshire,1400000US06037216200,"(34.05688, -118.3480075)",Drinking_Water_Contaminants_2017_1400000US06037216200,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,781.2922569,"Census Tract 2163, Los Angeles County, California",216300,Carthay,1400000US06037216300,"(34.059083, -118.363807)",Drinking_Water_Contaminants_2017_1400000US06037216300,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,642.9078269,"Census Tract 2164.01, Los Angeles County, California",216401,Pico-Robertson,1400000US06037216401,"(34.0563915, -118.3799175)",Drinking_Water_Contaminants_2017_1400000US06037216401,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,807.8201459,"Census Tract 2164.02, Los Angeles County, California",216402,Pico-Robertson,1400000US06037216402,"(34.06116, -118.3804405)",Drinking_Water_Contaminants_2017_1400000US06037216402,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2167, Los Angeles County, California",216700,Mid-City,1400000US06037216700,"(34.048208, -118.371729)",Drinking_Water_Contaminants_2017_1400000US06037216700,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2168, Los Angeles County, California",216800,Carthay,1400000US06037216800,"(34.055507, -118.369996)",Drinking_Water_Contaminants_2017_1400000US06037216800,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2169, Los Angeles County, California",216900,Mid-City,1400000US06037216900,"(34.0504795, -118.36321)",Drinking_Water_Contaminants_2017_1400000US06037216900,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,588.3967952,"Census Tract 2170.01, Los Angeles County, California",217001,Pico-Robertson,1400000US06037217001,"(34.0519395, -118.3873275)",Drinking_Water_Contaminants_2017_1400000US06037217001,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,640.68691,"Census Tract 2170.02, Los Angeles County, California",217002,Pico-Robertson,1400000US06037217002,"(34.049649, -118.381096)",Drinking_Water_Contaminants_2017_1400000US06037217002,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2171, Los Angeles County, California",217100,Mid-Wilshire,1400000US06037217100,"(34.049342, -118.354404)",Drinking_Water_Contaminants_2017_1400000US06037217100,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2172, Los Angeles County, California",217200,Mid-Wilshire,1400000US06037217200,"(34.049375, -118.3418365)",Drinking_Water_Contaminants_2017_1400000US06037217200,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2181.10, Los Angeles County, California",218110,Arlington Heights,1400000US06037218110,"(34.044154, -118.3286425)",Drinking_Water_Contaminants_2017_1400000US06037218110,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2181.20, Los Angeles County, California",218120,Arlington Heights,1400000US06037218120,"(34.0436875, -118.320626)",Drinking_Water_Contaminants_2017_1400000US06037218120,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2182.10, Los Angeles County, California",218210,Mid-City,1400000US06037218210,"(34.043303, -118.3422655)",Drinking_Water_Contaminants_2017_1400000US06037218210,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2182.20, Los Angeles County, California",218220,Mid-City,1400000US06037218220,"(34.043498, -118.334779)",Drinking_Water_Contaminants_2017_1400000US06037218220,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2183, Los Angeles County, California",218300,Mid-City,1400000US06037218300,"(34.041276, -118.3549225)",Drinking_Water_Contaminants_2017_1400000US06037218300,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2184, Los Angeles County, California",218400,Mid-City,1400000US06037218400,"(34.037613, -118.3607045)",Drinking_Water_Contaminants_2017_1400000US06037218400,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2185, Los Angeles County, California",218500,Mid-City,1400000US06037218500,"(34.0375635, -118.3505565)",Drinking_Water_Contaminants_2017_1400000US06037218500,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2186, Los Angeles County, California",218600,Mid-City,1400000US06037218600,"(34.037184, -118.3427065)",Drinking_Water_Contaminants_2017_1400000US06037218600,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2187.01, Los Angeles County, California",218701,Mid-City,1400000US06037218701,"(34.0372715, -118.333362)",Drinking_Water_Contaminants_2017_1400000US06037218701,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2187.02, Los Angeles County, California",218702,West Adams,1400000US06037218702,"(34.0327605, -118.335031)",Drinking_Water_Contaminants_2017_1400000US06037218702,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2188, Los Angeles County, California",218800,Arlington Heights,1400000US06037218800,"(34.037556, -118.323034)",Drinking_Water_Contaminants_2017_1400000US06037218800,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2189, Los Angeles County, California",218900,Jefferson Park,1400000US06037218900,"(34.0331165, -118.3238185)",Drinking_Water_Contaminants_2017_1400000US06037218900,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2190.10, Los Angeles County, California",219010,Jefferson Park,1400000US06037219010,"(34.027596, -118.322938)",Drinking_Water_Contaminants_2017_1400000US06037219010,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2190.20, Los Angeles County, California",219020,Jefferson Park,1400000US06037219020,"(34.021941, -118.3229865)",Drinking_Water_Contaminants_2017_1400000US06037219020,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2193, Los Angeles County, California",219300,Jefferson Park,1400000US06037219300,"(34.026962, -118.3316675)",Drinking_Water_Contaminants_2017_1400000US06037219300,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2195, Los Angeles County, California",219500,Baldwin Hills/Crenshaw,1400000US06037219500,"(34.0211635, -118.3405655)",Drinking_Water_Contaminants_2017_1400000US06037219500,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2197, Los Angeles County, California",219700,West Adams,1400000US06037219700,"(34.028076, -118.347852)",Drinking_Water_Contaminants_2017_1400000US06037219700,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2198, Los Angeles County, California",219800,West Adams,1400000US06037219800,"(34.0298385, -118.354579)",Drinking_Water_Contaminants_2017_1400000US06037219800,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2199.01, Los Angeles County, California",219901,West Adams,1400000US06037219901,"(34.0297025, -118.3604535)",Drinking_Water_Contaminants_2017_1400000US06037219901,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2199.02, Los Angeles County, California",219902,West Adams,1400000US06037219902,"(34.0305455, -118.36963)",Drinking_Water_Contaminants_2017_1400000US06037219902,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2200, Los Angeles County, California",220000,West Adams,1400000US06037220000,"(34.0276275, -118.3405665)",Drinking_Water_Contaminants_2017_1400000US06037220000,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2201, Los Angeles County, California",220100,Baldwin Hills/Crenshaw,1400000US06037220100,"(34.0241755, -118.3664325)",Drinking_Water_Contaminants_2017_1400000US06037220100,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2211.10, Los Angeles County, California",221110,Pico-Union,1400000US06037221110,"(34.0455315, -118.2878625)",Drinking_Water_Contaminants_2017_1400000US06037221110,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2211.20, Los Angeles County, California",221120,Pico-Union,1400000US06037221120,"(34.042054, -118.2878455)",Drinking_Water_Contaminants_2017_1400000US06037221120,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2212.10, Los Angeles County, California",221210,Harvard Heights,1400000US06037221210,"(34.04359, -118.3026265)",Drinking_Water_Contaminants_2017_1400000US06037221210,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2212.20, Los Angeles County, California",221220,Pico-Union,1400000US06037221220,"(34.0436145, -118.2961455)",Drinking_Water_Contaminants_2017_1400000US06037221220,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2213.02, Los Angeles County, California",221302,Harvard Heights,1400000US06037221302,"(34.0417465, -118.3114895)",Drinking_Water_Contaminants_2017_1400000US06037221302,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2213.03, Los Angeles County, California",221303,Harvard Heights,1400000US06037221303,"(34.0453825, -118.308407)",Drinking_Water_Contaminants_2017_1400000US06037221303,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2213.04, Los Angeles County, California",221304,Arlington Heights,1400000US06037221304,"(34.045369, -118.314651)",Drinking_Water_Contaminants_2017_1400000US06037221304,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2214.01, Los Angeles County, California",221401,Jefferson Park,1400000US06037221401,"(34.0339245, -118.3133125)",Drinking_Water_Contaminants_2017_1400000US06037221401,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2214.02, Los Angeles County, California",221402,Harvard Heights,1400000US06037221402,"(34.038279, -118.308985)",Drinking_Water_Contaminants_2017_1400000US06037221402,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2215, Los Angeles County, California",221500,Adams-Normandie,1400000US06037221500,"(34.034856, -118.3046185)",Drinking_Water_Contaminants_2017_1400000US06037221500,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2216.01, Los Angeles County, California",221601,Adams-Normandie,1400000US06037221601,"(34.034833, -118.2959055)",Drinking_Water_Contaminants_2017_1400000US06037221601,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2216.02, Los Angeles County, California",221602,Pico-Union,1400000US06037221602,"(34.038415, -118.292179)",Drinking_Water_Contaminants_2017_1400000US06037221602,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2217.10, Los Angeles County, California",221710,University Park,1400000US06037221710,"(34.034366, -118.287757)",Drinking_Water_Contaminants_2017_1400000US06037221710,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2218.10, Los Angeles County, California",221810,Adams-Normandie,1400000US06037221810,"(34.0305765, -118.292359)",Drinking_Water_Contaminants_2017_1400000US06037221810,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2218.20, Los Angeles County, California",221820,University Park,1400000US06037221820,"(34.0305755, -118.286386)",Drinking_Water_Contaminants_2017_1400000US06037221820,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2219, Los Angeles County, California",221900,University Park,1400000US06037221900,"(34.0260705, -118.289757)",Drinking_Water_Contaminants_2017_1400000US06037221900,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2220.01, Los Angeles County, California",222001,Jefferson Park,1400000US06037222001,"(34.0282015, -118.3132745)",Drinking_Water_Contaminants_2017_1400000US06037222001,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2220.02, Los Angeles County, California",222002,Exposition Park,1400000US06037222002,"(34.0218995, -118.3135615)",Drinking_Water_Contaminants_2017_1400000US06037222002,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2221, Los Angeles County, California",222100,Adams-Normandie,1400000US06037222100,"(34.027317, -118.3024105)",Drinking_Water_Contaminants_2017_1400000US06037222100,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2222, Los Angeles County, California",222200,Adams-Normandie,1400000US06037222200,"(34.0309165, -118.302424)",Drinking_Water_Contaminants_2017_1400000US06037222200,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2225, Los Angeles County, California",222500,Exposition Park,1400000US06037222500,"(34.021865, -118.3045305)",Drinking_Water_Contaminants_2017_1400000US06037222500,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2226, Los Angeles County, California",222600,Exposition Park,1400000US06037222600,"(34.0218365, -118.2958795)",Drinking_Water_Contaminants_2017_1400000US06037222600,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2227, Los Angeles County, California",222700,University Park,1400000US06037222700,"(34.020537, -118.2847645)",Drinking_Water_Contaminants_2017_1400000US06037222700,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2240.10, Los Angeles County, California",224010,Downtown,1400000US06037224010,"(34.036945, -118.2655625)",Drinking_Water_Contaminants_2017_1400000US06037224010,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2240.20, Los Angeles County, California",224020,Historic South-Central,1400000US06037224020,"(34.030734, -118.267245)",Drinking_Water_Contaminants_2017_1400000US06037224020,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2242, Los Angeles County, California",224200,Pico-Union,1400000US06037224200,"(34.041032, -118.277298)",Drinking_Water_Contaminants_2017_1400000US06037224200,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2243.10, Los Angeles County, California",224310,Pico-Union,1400000US06037224310,"(34.043569, -118.2820315)",Drinking_Water_Contaminants_2017_1400000US06037224310,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2243.20, Los Angeles County, California",224320,Pico-Union,1400000US06037224320,"(34.041517, -118.2804885)",Drinking_Water_Contaminants_2017_1400000US06037224320,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2244.10, Los Angeles County, California",224410,University Park,1400000US06037224410,"(34.0343195, -118.2789565)",Drinking_Water_Contaminants_2017_1400000US06037224410,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2244.20, Los Angeles County, California",224420,University Park,1400000US06037224420,"(34.0318675, -118.2778715)",Drinking_Water_Contaminants_2017_1400000US06037224420,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2246, Los Angeles County, California",224600,Historic South-Central,1400000US06037224600,"(34.0223275, -118.2717135)",Drinking_Water_Contaminants_2017_1400000US06037224600,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2247, Los Angeles County, California",224700,University Park,1400000US06037224700,"(34.0263755, -118.279223)",Drinking_Water_Contaminants_2017_1400000US06037224700,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2260.01, Los Angeles County, California",226001,Historic South-Central,1400000US06037226001,"(34.0245655, -118.251001)",Drinking_Water_Contaminants_2017_1400000US06037226001,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2260.02, Los Angeles County, California",226002,Downtown,1400000US06037226002,"(34.033429, -118.249304)",Drinking_Water_Contaminants_2017_1400000US06037226002,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2264.10, Los Angeles County, California",226410,Historic South-Central,1400000US06037226410,"(34.0242035, -118.2622875)",Drinking_Water_Contaminants_2017_1400000US06037226410,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2264.20, Los Angeles County, California",226420,Historic South-Central,1400000US06037226420,"(34.021775, -118.2569205)",Drinking_Water_Contaminants_2017_1400000US06037226420,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2267, Los Angeles County, California",226700,Historic South-Central,1400000US06037226700,"(34.017615, -118.2623795)",Drinking_Water_Contaminants_2017_1400000US06037226700,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2270.10, Los Angeles County, California",227010,Central-Alameda,1400000US06037227010,"(34.018875, -118.247064)",Drinking_Water_Contaminants_2017_1400000US06037227010,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2270.20, Los Angeles County, California",227020,Central-Alameda,1400000US06037227020,"(34.0161415, -118.2516245)",Drinking_Water_Contaminants_2017_1400000US06037227020,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,628.9545886,"Census Tract 2281, Los Angeles County, California",228100,Central-Alameda,1400000US06037228100,"(34.010118, -118.244922)",Drinking_Water_Contaminants_2017_1400000US06037228100,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2282.10, Los Angeles County, California",228210,Central-Alameda,1400000US06037228210,"(34.010168, -118.2525945)",Drinking_Water_Contaminants_2017_1400000US06037228210,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2282.20, Los Angeles County, California",228220,Central-Alameda,1400000US06037228220,"(34.0065835, -118.2519225)",Drinking_Water_Contaminants_2017_1400000US06037228220,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2283.10, Los Angeles County, California",228310,Historic South-Central,1400000US06037228310,"(34.011872, -118.262852)",Drinking_Water_Contaminants_2017_1400000US06037228310,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2283.20, Los Angeles County, California",228320,Historic South-Central,1400000US06037228320,"(34.007893, -118.263681)",Drinking_Water_Contaminants_2017_1400000US06037228320,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2284.10, Los Angeles County, California",228410,Historic South-Central,1400000US06037228410,"(34.014163, -118.2690345)",Drinking_Water_Contaminants_2017_1400000US06037228410,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2284.20, Los Angeles County, California",228420,Historic South-Central,1400000US06037228420,"(34.00749, -118.270975)",Drinking_Water_Contaminants_2017_1400000US06037228420,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2285, Los Angeles County, California",228500,South Park,1400000US06037228500,"(34.003629, -118.2695985)",Drinking_Water_Contaminants_2017_1400000US06037228500,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2286, Los Angeles County, California",228600,South Park,1400000US06037228600,"(34.003674, -118.260853)",Drinking_Water_Contaminants_2017_1400000US06037228600,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2287.10, Los Angeles County, California",228710,Central-Alameda,1400000US06037228710,"(33.9993805, -118.2542925)",Drinking_Water_Contaminants_2017_1400000US06037228710,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2287.20, Los Angeles County, California",228720,Central-Alameda,1400000US06037228720,"(33.9993695, -118.2499415)",Drinking_Water_Contaminants_2017_1400000US06037228720,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,633.5260171,"Census Tract 2288, Los Angeles County, California",228800,Central-Alameda,1400000US06037228800,"(33.999104, -118.2430855)",Drinking_Water_Contaminants_2017_1400000US06037228800,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,655.7140586,"Census Tract 2289, Los Angeles County, California",228900,Central-Alameda,1400000US06037228900,"(33.992114, -118.242838)",Drinking_Water_Contaminants_2017_1400000US06037228900,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,655.6872355,"Census Tract 2291, Los Angeles County, California",229100,Central-Alameda,1400000US06037229100,"(33.992164, -118.2520985)",Drinking_Water_Contaminants_2017_1400000US06037229100,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2292, Los Angeles County, California",229200,South Park,1400000US06037229200,"(33.99828, -118.260835)",Drinking_Water_Contaminants_2017_1400000US06037229200,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2293, Los Angeles County, California",229300,South Park,1400000US06037229300,"(33.998151, -118.269586)",Drinking_Water_Contaminants_2017_1400000US06037229300,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2294.10, Los Angeles County, California",229410,South Park,1400000US06037229410,"(33.9922445, -118.2695665)",Drinking_Water_Contaminants_2017_1400000US06037229410,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,783.054513,"Census Tract 2294.20, Los Angeles County, California",229420,South Park,1400000US06037229420,"(33.9925325, -118.2608205)",Drinking_Water_Contaminants_2017_1400000US06037229420,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2311, Los Angeles County, California",231100,Historic South-Central,1400000US06037231100,"(34.016069, -118.2760825)",Drinking_Water_Contaminants_2017_1400000US06037231100,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2312.10, Los Angeles County, California",231210,Exposition Park,1400000US06037231210,"(34.014521, -118.2980095)",Drinking_Water_Contaminants_2017_1400000US06037231210,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2312.20, Los Angeles County, California",231220,Exposition Park,1400000US06037231220,"(34.014515, -118.28932)",Drinking_Water_Contaminants_2017_1400000US06037231220,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2313, Los Angeles County, California",231300,Exposition Park,1400000US06037231300,"(34.0145435, -118.304539)",Drinking_Water_Contaminants_2017_1400000US06037231300,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2314, Los Angeles County, California",231400,Exposition Park,1400000US06037231400,"(34.014552, -118.312994)",Drinking_Water_Contaminants_2017_1400000US06037231400,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2315, Los Angeles County, California",231500,Vermont Square,1400000US06037231500,"(34.0072765, -118.310826)",Drinking_Water_Contaminants_2017_1400000US06037231500,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2316, Los Angeles County, California",231600,Vermont Square,1400000US06037231600,"(34.00727, -118.2980435)",Drinking_Water_Contaminants_2017_1400000US06037231600,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2317.10, Los Angeles County, California",231710,Vermont Square,1400000US06037231710,"(34.007373, -118.2893345)",Drinking_Water_Contaminants_2017_1400000US06037231710,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2317.20, Los Angeles County, California",231720,Vermont Square,1400000US06037231720,"(34.007429, -118.2840635)",Drinking_Water_Contaminants_2017_1400000US06037231720,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2318, Los Angeles County, California",231800,Historic South-Central,1400000US06037231800,"(34.0074525, -118.27748)",Drinking_Water_Contaminants_2017_1400000US06037231800,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2319, Los Angeles County, California",231900,South Park,1400000US06037231900,"(33.9996995, -118.277466)",Drinking_Water_Contaminants_2017_1400000US06037231900,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2321.10, Los Angeles County, California",232110,Vermont Square,1400000US06037232110,"(33.9994895, -118.2893225)",Drinking_Water_Contaminants_2017_1400000US06037232110,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2321.20, Los Angeles County, California",232120,Vermont Square,1400000US06037232120,"(33.9997375, -118.28378)",Drinking_Water_Contaminants_2017_1400000US06037232120,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2322, Los Angeles County, California",232200,Vermont Square,1400000US06037232200,"(34.0016535, -118.2980375)",Drinking_Water_Contaminants_2017_1400000US06037232200,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2323, Los Angeles County, California",232300,Vermont Square,1400000US06037232300,"(33.9975775, -118.29803)",Drinking_Water_Contaminants_2017_1400000US06037232300,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2324, Los Angeles County, California",232400,Vermont Square,1400000US06037232400,"(33.999376, -118.310834)",Drinking_Water_Contaminants_2017_1400000US06037232400,1/1/17
