Timestamp,NO3,Level,Dayofweek,Month
2019-03-29T14:00:00,0.037000000000000005,4.382,4,3
2019-03-29T15:00:00,,4.365333333333333,4,3
2019-03-29T16:00:00,,4.336,4,3
2019-03-29T17:00:00,,4.3095,4,3
2019-03-29T18:00:00,0.03466666666666667,4.2715,4,3
2019-03-29T19:00:00,0.035500000000000004,4.2265,4,3
2019-03-29T20:00:00,,4.1805,4,3
2019-03-29T21:00:00,,4.1419999999999995,4,3
2019-03-29T22:00:00,,4.1005,4,3
2019-03-29T23:00:00,,4.0565,4,3
2019-03-30T00:00:00,,4.0135000000000005,5,3
2019-03-30T01:00:00,,3.9695,5,3
2019-03-30T02:00:00,,3.925,5,3
2019-03-30T03:00:00,,3.8885,5,3
2019-03-30T04:00:00,,3.8615,5,3
2019-03-30T05:00:00,,3.8255,5,3
2019-03-30T06:00:00,0.037000000000000005,3.812,5,3
2019-03-30T07:00:00,0.035,3.775,5,3
2019-03-30T08:00:00,0.035,3.76,5,3
2019-03-30T09:00:00,0.029666666666666664,3.7315,5,3
2019-03-30T10:00:00,,3.715,5,3
2019-03-30T11:00:00,,3.693,5,3
2019-03-30T12:00:00,0.022000000000000002,3.669,5,3
2019-03-30T13:00:00,0.02,3.6385,5,3
2019-03-30T14:00:00,,3.625,5,3
2019-03-30T15:00:00,0.019,3.608,5,3
2019-03-30T16:00:00,0.018000000000000002,3.592,5,3
2019-03-30T17:00:00,0.017,3.583,5,3
2019-03-30T18:00:00,0.016,3.58,5,3
2019-03-30T19:00:00,,3.584,5,3
2019-03-30T20:00:00,,3.579,5,3
2019-03-30T21:00:00,,3.6115,5,3
2019-03-30T22:00:00,,3.6545,5,3
2019-03-30T23:00:00,,3.7089999999999996,5,3
2019-03-31T00:00:00,0.027666666666666662,3.764,6,3
2019-03-31T01:00:00,0.02600000000000001,3.798,6,3
2019-03-31T02:00:00,0.024333333333333332,3.812,6,3
2019-03-31T03:00:00,0.023,3.828,6,3
2019-03-31T04:00:00,,3.83,6,3
2019-03-31T05:00:00,,3.818,6,3
2019-03-31T06:00:00,0.027000000000000003,3.796,6,3
2019-03-31T07:00:00,,3.779,6,3
2019-03-31T08:00:00,,3.768,6,3
2019-03-31T09:00:00,,3.76,6,3
2019-03-31T10:00:00,,3.736,6,3
2019-03-31T11:00:00,,3.724,6,3
2019-03-31T12:00:00,0.024,3.6975,6,3
2019-03-31T13:00:00,0.024000000000000004,3.684,6,3
2019-03-31T14:00:00,0.023000000000000003,3.6545,6,3
2019-03-31T15:00:00,0.02333333333333333,3.627,6,3
2019-03-31T16:00:00,0.025000000000000005,3.613,6,3
2019-03-31T17:00:00,0.026666666666666672,3.5810000000000004,6,3
2019-03-31T18:00:00,0.02700000000000001,3.5660000000000003,6,3
2019-03-31T19:00:00,0.027000000000000003,3.547,6,3
2019-03-31T20:00:00,,3.524,6,3
2019-03-31T21:00:00,,3.5010000000000003,6,3
2019-03-31T22:00:00,,3.4810000000000003,6,3
2019-03-31T23:00:00,0.036000000000000004,3.464,6,3
2019-04-01T00:00:00,0.0345,3.45,0,4
2019-04-01T01:00:00,,3.43,0,4
2019-04-01T02:00:00,,3.411,0,4
2019-04-01T03:00:00,0.029,3.401,0,4
2019-04-01T04:00:00,,3.377,0,4
2019-04-01T05:00:00,,3.372,0,4
2019-04-01T06:00:00,,3.364,0,4
2019-04-01T07:00:00,,3.3510000000000004,0,4
2019-04-01T08:00:00,0.023,3.343,0,4
2019-04-01T09:00:00,,3.343,0,4
2019-04-01T10:00:00,,3.34,0,4
2019-04-01T11:00:00,0.019,3.33,0,4
2019-04-01T12:00:00,0.019,3.339,0,4
2019-04-01T13:00:00,0.015,3.322,0,4
2019-04-01T14:00:00,,3.343,0,4
2019-04-01T15:00:00,,3.354,0,4
2019-04-01T16:00:00,,3.3560000000000003,0,4
2019-04-01T17:00:00,0.015,3.387,0,4
2019-04-01T18:00:00,,3.4205,0,4
2019-04-01T19:00:00,,3.484666666666667,0,4
2019-04-01T20:00:00,0.02,3.548,0,4
2019-04-01T21:00:00,,3.625,0,4
2019-04-01T22:00:00,,3.7230000000000003,0,4
2019-04-01T23:00:00,,3.8185,0,4
2019-04-02T00:00:00,0.024,3.9140000000000006,1,4
2019-04-02T01:00:00,0.02466666666666667,4.026,1,4
2019-04-02T02:00:00,0.0255,4.1375,1,4
2019-04-02T03:00:00,,4.2508,1,4
2019-04-02T04:00:00,0.025,4.373,1,4
2019-04-02T05:00:00,0.02600000000000001,4.521333333333334,1,4
2019-04-02T06:00:00,0.025,4.67975,1,4
2019-04-02T07:00:00,,4.823,1,4
2019-04-02T08:00:00,0.026,4.9796000000000005,1,4
2019-04-02T09:00:00,0.025333333333333336,5.110200000000002,1,4
2019-04-02T10:00:00,0.025666666666666667,5.21475,1,4
2019-04-02T11:00:00,0.026333333333333337,5.30575,1,4
2019-04-02T12:00:00,0.027000000000000003,5.3743333333333325,1,4
2019-04-02T13:00:00,,5.449750000000001,1,4
2019-04-02T14:00:00,,5.5015,1,4
2019-04-02T15:00:00,,5.553999999999999,1,4
2019-04-02T16:00:00,0.03,5.5986666666666665,1,4
2019-04-02T17:00:00,,5.6365,1,4
2019-04-02T18:00:00,0.037000000000000005,5.6610000000000005,1,4
2019-04-02T19:00:00,0.037000000000000005,5.6770000000000005,1,4
2019-04-02T20:00:00,0.037000000000000005,5.7040000000000015,1,4
2019-04-02T21:00:00,0.037000000000000005,5.724,1,4
2019-04-02T22:00:00,,5.744,1,4
2019-04-02T23:00:00,,5.766,1,4
2019-04-03T00:00:00,,5.782,2,4
2019-04-03T01:00:00,,5.779,2,4
2019-04-03T02:00:00,,5.785,2,4
2019-04-03T03:00:00,,5.792000000000002,2,4
2019-04-03T04:00:00,,5.799,2,4
2019-04-03T05:00:00,,5.7860000000000005,2,4
2019-04-03T06:00:00,,5.78,2,4
2019-04-03T07:00:00,,5.777,2,4
2019-04-03T08:00:00,,5.7570000000000014,2,4
2019-04-03T09:00:00,,5.755,2,4
2019-04-03T10:00:00,,5.742000000000001,2,4
2019-04-03T11:00:00,,5.7410000000000005,2,4
2019-04-03T12:00:00,,5.725,2,4
2019-04-03T13:00:00,0.037000000000000005,5.715,2,4
2019-04-03T14:00:00,0.035666666666666666,5.7,2,4
2019-04-03T15:00:00,0.034333333333333334,5.7010000000000005,2,4
2019-04-03T16:00:00,,5.6775,2,4
2019-04-03T17:00:00,,5.664,2,4
2019-04-03T18:00:00,,5.642,2,4
2019-04-03T19:00:00,0.035,5.606999999999998,2,4
2019-04-03T20:00:00,0.035,5.573,2,4
2019-04-03T21:00:00,0.035,5.5485000000000015,2,4
2019-04-03T22:00:00,,5.5195,2,4
2019-04-03T23:00:00,,5.4849999999999985,2,4
2019-04-04T00:00:00,,5.4525000000000015,3,4
2019-04-04T01:00:00,,5.439,3,4
2019-04-04T02:00:00,,5.399000000000001,3,4
2019-04-04T03:00:00,,5.3820000000000014,3,4
2019-04-04T04:00:00,0.037000000000000005,5.362,3,4
2019-04-04T05:00:00,,5.343,3,4
2019-04-04T06:00:00,,5.3210000000000015,3,4
2019-04-04T07:00:00,0.037000000000000005,5.323,3,4
2019-04-04T08:00:00,0.037000000000000005,5.3039999999999985,3,4
2019-04-04T09:00:00,0.037000000000000005,5.305,3,4
2019-04-04T10:00:00,,5.292000000000002,3,4
2019-04-04T11:00:00,,5.289,3,4
2019-04-04T12:00:00,,5.277,3,4
2019-04-04T13:00:00,0.03,5.273,3,4
2019-04-04T14:00:00,0.029,5.238,3,4
2019-04-04T15:00:00,0.028,5.223,3,4
2019-04-04T16:00:00,,5.2035,3,4
2019-04-04T17:00:00,,5.172999999999999,3,4
2019-04-04T18:00:00,,5.147000000000001,3,4
2019-04-04T19:00:00,,5.113,3,4
2019-04-04T20:00:00,0.028,5.0795,3,4
2019-04-04T21:00:00,,5.0395,3,4
2019-04-04T22:00:00,,4.9994999999999985,3,4
2019-04-04T23:00:00,0.036000000000000004,4.9735,3,4
2019-04-05T00:00:00,0.034333333333333334,4.9265,4,4
2019-04-05T01:00:00,0.0325,4.879,4,4
2019-04-05T02:00:00,,4.8424999999999985,4,4
2019-04-05T03:00:00,,4.7905,4,4
2019-04-05T04:00:00,0.031,4.7415,4,4
2019-04-05T05:00:00,,4.7029999999999985,4,4
2019-04-05T06:00:00,,4.667,4,4
2019-04-05T07:00:00,,4.6275,4,4
2019-04-05T08:00:00,0.03,4.5950000000000015,4,4
2019-04-05T09:00:00,,4.5710000000000015,4,4
2019-04-05T10:00:00,0.028,4.532,4,4
2019-04-05T11:00:00,0.026333333333333337,4.507,4,4
2019-04-05T12:00:00,0.025000000000000005,4.471,4,4
2019-04-05T13:00:00,0.024,4.444,4,4
2019-04-05T14:00:00,,4.4085,4,4
2019-04-05T15:00:00,0.022,4.381,4,4
2019-04-05T16:00:00,0.022,4.355,4,4
2019-04-05T17:00:00,0.022,4.342,4,4
2019-04-05T18:00:00,,4.31125,4,4
2019-04-05T19:00:00,,4.295,4,4
2019-04-05T20:00:00,0.025,4.2780000000000005,4,4
2019-04-05T21:00:00,,4.2545,4,4
2019-04-05T22:00:00,,4.239,4,4
2019-04-05T23:00:00,,4.23,4,4
2019-04-06T00:00:00,,4.2189999999999985,5,4
2019-04-06T01:00:00,,4.197,5,4
2019-04-06T02:00:00,,4.173,5,4
2019-04-06T03:00:00,,4.1530000000000005,5,4
2019-04-06T04:00:00,0.0255,4.14,5,4
2019-04-06T05:00:00,0.02366666666666667,4.133,5,4
2019-04-06T06:00:00,0.025333333333333336,4.122,5,4
2019-04-06T07:00:00,0.025666666666666667,4.1080000000000005,5,4
2019-04-06T08:00:00,,4.107,5,4
2019-04-06T09:00:00,,4.097,5,4
2019-04-06T10:00:00,,4.1,5,4
2019-04-06T11:00:00,0.021,4.105,5,4
2019-04-06T12:00:00,0.02033333333333333,4.093,5,4
2019-04-06T13:00:00,0.021,4.087,5,4
2019-04-06T14:00:00,0.021,4.082,5,4
2019-04-06T15:00:00,0.02,4.081,5,4
2019-04-06T16:00:00,,4.067,5,4
2019-04-06T17:00:00,,4.0539999999999985,5,4
2019-04-06T18:00:00,,4.063,5,4
2019-04-06T19:00:00,0.02,4.06,5,4
2019-04-06T20:00:00,,4.047,5,4
2019-04-06T21:00:00,0.02,4.038,5,4
2019-04-06T22:00:00,,4.034,5,4
2019-04-06T23:00:00,0.019,4.032,5,4
2019-04-07T00:00:00,0.02233333333333333,4.024,6,4
2019-04-07T01:00:00,0.021333333333333333,4.001,6,4
2019-04-07T02:00:00,,3.986,6,4
2019-04-07T03:00:00,0.024,3.982,6,4
2019-04-07T04:00:00,,3.975,6,4
2019-04-07T05:00:00,,3.974,6,4
2019-04-07T06:00:00,0.023,3.957,6,4
2019-04-07T07:00:00,,3.974,6,4
2019-04-07T08:00:00,,3.976,6,4
2019-04-07T09:00:00,0.023,3.988,6,4
2019-04-07T10:00:00,0.021,3.989,6,4
2019-04-07T11:00:00,,4.011,6,4
2019-04-07T12:00:00,,4.015,6,4
2019-04-07T13:00:00,,4.015,6,4
2019-04-07T14:00:00,,4.026,6,4
2019-04-07T15:00:00,0.018500000000000003,4.0310000000000015,6,4
2019-04-07T16:00:00,0.017,4.039,6,4
2019-04-07T17:00:00,0.017,4.044,6,4
2019-04-07T18:00:00,,4.04,6,4
2019-04-07T19:00:00,,4.027,6,4
2019-04-07T20:00:00,0.019,4.041,6,4
2019-04-07T21:00:00,0.019666666666666662,4.018,6,4
2019-04-07T22:00:00,0.021,4.011,6,4
2019-04-07T23:00:00,,4.003,6,4
2019-04-08T00:00:00,,3.9875,0,4
2019-04-08T01:00:00,0.024,3.975,0,4
2019-04-08T02:00:00,0.02333333333333333,3.956,0,4
2019-04-08T03:00:00,0.02233333333333333,3.935,0,4
2019-04-08T04:00:00,0.021,3.922,0,4
2019-04-08T05:00:00,,3.913,0,4
2019-04-08T06:00:00,0.025,3.888,0,4
2019-04-08T07:00:00,0.025000000000000005,3.886,0,4
2019-04-08T08:00:00,,3.867,0,4
2019-04-08T09:00:00,,3.853,0,4
2019-04-08T10:00:00,,3.847,0,4
2019-04-08T11:00:00,,3.844,0,4
2019-04-08T12:00:00,,3.824,0,4
2019-04-08T13:00:00,0.014,3.826,0,4
2019-04-08T14:00:00,,3.8065,0,4
2019-04-08T15:00:00,,3.802,0,4
2019-04-08T16:00:00,0.017,3.79,0,4
2019-04-08T17:00:00,0.01633333333333334,3.775,0,4
2019-04-08T18:00:00,,3.753,0,4
2019-04-08T19:00:00,0.019,3.742,0,4
2019-04-08T20:00:00,0.02066666666666667,3.727,0,4
2019-04-08T21:00:00,0.021666666666666667,3.723,0,4
2019-04-08T22:00:00,0.021,3.709,0,4
2019-04-08T23:00:00,0.02,3.699,0,4
2019-04-09T00:00:00,,3.687,1,4
2019-04-09T01:00:00,,3.678,1,4
2019-04-09T02:00:00,,3.654,1,4
2019-04-09T03:00:00,0.022,3.642,1,4
2019-04-09T04:00:00,0.021666666666666667,3.624,1,4
2019-04-09T05:00:00,0.021,3.621,1,4
2019-04-09T06:00:00,,3.612,1,4
2019-04-09T07:00:00,0.0215,3.59,1,4
2019-04-09T08:00:00,0.021,3.576,1,4
2019-04-09T09:00:00,0.021,3.577,1,4
2019-04-09T10:00:00,,3.575,1,4
2019-04-09T11:00:00,,3.563,1,4
2019-04-09T12:00:00,,3.553,1,4
2019-04-09T13:00:00,0.01533333333333333,3.5410000000000004,1,4
2019-04-09T14:00:00,0.014333333333333332,3.537,1,4
2019-04-09T15:00:00,0.015,3.525,1,4
2019-04-09T16:00:00,,3.522,1,4
2019-04-09T17:00:00,,3.525,1,4
2019-04-09T18:00:00,,3.524,1,4
2019-04-09T19:00:00,0.015,3.52,1,4
2019-04-09T20:00:00,,3.523,1,4
2019-04-09T21:00:00,,3.527,1,4
2019-04-09T22:00:00,0.019,3.519,1,4
2019-04-09T23:00:00,0.02,3.528,1,4
2019-04-10T00:00:00,0.0205,3.533,2,4
2019-04-10T01:00:00,,3.54,2,4
2019-04-10T02:00:00,,3.547,2,4
2019-04-10T03:00:00,,3.556,2,4
2019-04-10T04:00:00,0.02,3.548,2,4
2019-04-10T05:00:00,0.021333333333333333,3.55,2,4
2019-04-10T06:00:00,,3.5460000000000003,2,4
2019-04-10T07:00:00,,3.543,2,4
2019-04-10T08:00:00,0.02,3.54,2,4
2019-04-10T09:00:00,,3.524,2,4
2019-04-10T10:00:00,,3.523,2,4
2019-04-10T11:00:00,0.016,3.509,2,4
2019-04-10T12:00:00,0.014333333333333332,3.512,2,4
2019-04-10T13:00:00,0.014,3.494,2,4
2019-04-10T14:00:00,0.014,3.494,2,4
2019-04-10T15:00:00,,3.474,2,4
2019-04-10T16:00:00,0.012,3.468,2,4
2019-04-10T17:00:00,0.011333333333333334,3.454,2,4
2019-04-10T18:00:00,0.0115,3.445,2,4
2019-04-10T19:00:00,,3.4330000000000003,2,4
2019-04-10T20:00:00,,3.4160000000000004,2,4
2019-04-10T21:00:00,,3.411,2,4
2019-04-10T22:00:00,0.01533333333333333,3.3960000000000004,2,4
2019-04-10T23:00:00,0.016666666666666666,3.387,2,4
2019-04-11T00:00:00,,3.373,3,4
2019-04-11T01:00:00,0.016,3.364,3,4
2019-04-11T02:00:00,0.01533333333333333,3.358,3,4
2019-04-11T03:00:00,0.014333333333333332,3.35,3,4
2019-04-11T04:00:00,0.016,3.346,3,4
2019-04-11T05:00:00,,3.332,3,4
2019-04-11T06:00:00,0.015,3.3280000000000003,3,4
2019-04-11T07:00:00,,3.315,3,4
2019-04-11T08:00:00,,3.314,3,4
2019-04-11T09:00:00,,3.297,3,4
2019-04-11T10:00:00,,3.295,3,4
2019-04-11T11:00:00,,3.293,3,4
2019-04-11T12:00:00,0.011,3.281,3,4
2019-04-11T13:00:00,0.009333333333333334,3.278,3,4
2019-04-11T14:00:00,0.0075,3.266,3,4
2019-04-11T15:00:00,,3.261,3,4
2019-04-11T16:00:00,,3.255,3,4
2019-04-11T17:00:00,0.006999999999999999,3.238,3,4
2019-04-11T18:00:00,0.008333333333333333,3.235,3,4
2019-04-11T19:00:00,0.011333333333333334,3.235,3,4
2019-04-11T20:00:00,,3.227,3,4
2019-04-11T21:00:00,,3.218,3,4
2019-04-11T22:00:00,0.012,3.2110000000000003,3,4
2019-04-11T23:00:00,,3.202,3,4
2019-04-12T00:00:00,,3.197,4,4
2019-04-12T01:00:00,,3.195,4,4
2019-04-12T02:00:00,,3.192,4,4
2019-04-12T03:00:00,0.014333333333333332,3.19,4,4
2019-04-12T04:00:00,0.013000000000000005,3.185,4,4
2019-04-12T05:00:00,0.014,3.18,4,4
2019-04-12T06:00:00,,3.175,4,4
2019-04-12T07:00:00,,3.175,4,4
2019-04-12T08:00:00,,3.176,4,4
2019-04-12T09:00:00,,3.1710000000000003,4,4
2019-04-12T10:00:00,,3.1710000000000003,4,4
2019-04-12T11:00:00,0.011,3.1630000000000003,4,4
2019-04-12T12:00:00,0.011,3.165,4,4
2019-04-12T13:00:00,0.01,3.162,4,4
2019-04-12T14:00:00,0.008666666666666668,3.151,4,4
2019-04-12T15:00:00,0.0075,3.158,4,4
2019-04-12T16:00:00,,3.158,4,4
2019-04-12T17:00:00,,3.153,4,4
2019-04-12T18:00:00,,3.155,4,4
2019-04-12T19:00:00,0.01,3.145,4,4
2019-04-12T20:00:00,,3.14,4,4
2019-04-12T21:00:00,,3.149,4,4
2019-04-12T22:00:00,,3.154,4,4
2019-04-12T23:00:00,,3.15,4,4
2019-04-13T00:00:00,,3.149,5,4
2019-04-13T01:00:00,0.015,3.151,5,4
2019-04-13T02:00:00,,3.144,5,4
2019-04-13T03:00:00,,3.136,5,4
2019-04-13T04:00:00,,3.14,5,4
2019-04-13T05:00:00,,3.135,5,4
2019-04-13T06:00:00,,3.1260000000000003,5,4
2019-04-13T07:00:00,,3.132,5,4
2019-04-13T08:00:00,,3.123,5,4
2019-04-13T09:00:00,,3.115,5,4
2019-04-13T10:00:00,0.011,3.108,5,4
2019-04-13T11:00:00,0.01,3.089,5,4
2019-04-13T12:00:00,0.009333333333333334,3.087,5,4
2019-04-13T13:00:00,0.008,3.07,5,4
2019-04-13T14:00:00,,3.067,5,4
2019-04-13T15:00:00,,3.0580000000000003,5,4
2019-04-13T16:00:00,,3.052,5,4
2019-04-13T17:00:00,,3.04,5,4
2019-04-13T18:00:00,,3.037,5,4
2019-04-13T19:00:00,0.006999999999999999,3.036,5,4
2019-04-13T20:00:00,,3.052,5,4
2019-04-13T21:00:00,,3.035,5,4
2019-04-13T22:00:00,0.01,3.032,5,4
2019-04-13T23:00:00,0.01,3.03,5,4
2019-04-14T00:00:00,,3.027,6,4
2019-04-14T01:00:00,0.012,3.026,6,4
2019-04-14T02:00:00,,3.024,6,4
2019-04-14T03:00:00,,3.028,6,4
2019-04-14T04:00:00,,3.031,6,4
2019-04-14T05:00:00,0.013000000000000005,3.05,6,4
2019-04-14T06:00:00,0.014,3.0810000000000004,6,4
2019-04-14T07:00:00,0.014,3.093,6,4
2019-04-14T08:00:00,0.013666666666666666,3.115,6,4
2019-04-14T09:00:00,0.013,3.136,6,4
2019-04-14T10:00:00,,3.145,6,4
2019-04-14T11:00:00,0.010333333333333332,3.148,6,4
2019-04-14T12:00:00,,3.16,6,4
2019-04-14T13:00:00,,3.167,6,4
2019-04-14T14:00:00,0.007333333333333333,3.179,6,4
2019-04-14T15:00:00,0.0075,3.164,6,4
2019-04-14T16:00:00,,3.174,6,4
2019-04-14T17:00:00,,3.177,6,4
2019-04-14T18:00:00,0.009000000000000001,3.167,6,4
2019-04-14T19:00:00,0.008,3.168,6,4
2019-04-14T20:00:00,,3.155333333333333,6,4
2019-04-14T21:00:00,,3.14,6,4
2019-04-14T22:00:00,,3.145666666666667,6,4
2019-04-14T23:00:00,,3.134,6,4
2019-04-15T00:00:00,0.012,3.136,0,4
2019-04-15T01:00:00,,3.125,0,4
2019-04-15T02:00:00,,3.112,0,4
2019-04-15T03:00:00,,3.129,0,4
2019-04-15T04:00:00,0.011333333333333334,3.115,0,4
2019-04-15T05:00:00,0.013000000000000005,3.124,0,4
2019-04-15T06:00:00,0.013000000000000005,3.124,0,4
2019-04-15T07:00:00,0.012,3.142,0,4
2019-04-15T08:00:00,,3.158,0,4
2019-04-15T09:00:00,0.01,3.152,0,4
2019-04-15T10:00:00,0.010666666666666666,3.138,0,4
2019-04-15T11:00:00,0.009666666666666669,3.14,0,4
2019-04-15T12:00:00,0.008666666666666668,3.137,0,4
2019-04-15T13:00:00,0.006333333333333333,3.135,0,4
2019-04-15T14:00:00,0.006000000000000001,3.137,0,4
2019-04-15T15:00:00,0.006000000000000001,3.147,0,4
2019-04-15T16:00:00,0.006,3.138,0,4
2019-04-15T17:00:00,,3.129,0,4
2019-04-15T18:00:00,0.005,3.136,0,4
2019-04-15T19:00:00,,3.128,0,4
2019-04-15T20:00:00,,3.128,0,4
2019-04-15T21:00:00,,3.122,0,4
2019-04-15T22:00:00,0.008,3.1060000000000003,0,4
2019-04-15T23:00:00,,3.102,0,4
2019-04-16T00:00:00,,3.088,1,4
2019-04-16T01:00:00,,3.084,1,4
2019-04-16T02:00:00,,3.0610000000000004,1,4
2019-04-16T03:00:00,,3.0580000000000003,1,4
2019-04-16T04:00:00,0.010666666666666666,3.044,1,4
2019-04-16T05:00:00,0.009333333333333334,3.049,1,4
2019-04-16T06:00:00,0.008333333333333333,3.04,1,4
2019-04-16T07:00:00,0.009000000000000001,3.049,1,4
2019-04-16T08:00:00,,3.063,1,4
2019-04-16T09:00:00,,3.0585,1,4
2019-04-16T10:00:00,,3.045,1,4
2019-04-16T11:00:00,,3.0210000000000004,1,4
2019-04-16T12:00:00,0.005,3.004,1,4
2019-04-16T13:00:00,0.004,3.004,1,4
2019-04-16T14:00:00,0.0033333333333333327,2.998,1,4
2019-04-16T15:00:00,0.002,2.994,1,4
2019-04-16T16:00:00,,2.989,1,4
2019-04-16T17:00:00,0.005,2.979,1,4
2019-04-16T18:00:00,,2.974,1,4
2019-04-16T19:00:00,0.006,2.984,1,4
2019-04-16T20:00:00,0.006000000000000001,2.99,1,4
2019-04-16T21:00:00,,2.9930000000000003,1,4
2019-04-16T22:00:00,,2.9930000000000003,1,4
2019-04-16T23:00:00,0.009000000000000001,2.988,1,4
2019-04-17T00:00:00,0.009666666666666669,2.999,2,4
2019-04-17T01:00:00,0.010333333333333332,3.011,2,4
2019-04-17T02:00:00,0.01,3.005,2,4
2019-04-17T03:00:00,0.009000000000000001,3.02,2,4
2019-04-17T04:00:00,,3.025,2,4
2019-04-17T05:00:00,,3.02,2,4
2019-04-17T06:00:00,,3.018,2,4
2019-04-17T07:00:00,0.009000000000000001,3.039,2,4
2019-04-17T08:00:00,,3.06,2,4
2019-04-17T09:00:00,,3.079,2,4
2019-04-17T10:00:00,0.006999999999999999,3.073,2,4
2019-04-17T11:00:00,,3.0315,2,4
2019-04-17T12:00:00,0.005,3.02,2,4
2019-04-17T13:00:00,0.004,3.007,2,4
2019-04-17T14:00:00,0.0026666666666666666,2.989,2,4
2019-04-17T15:00:00,0.003,2.991,2,4
2019-04-17T16:00:00,,2.991,2,4
2019-04-17T17:00:00,0.004,2.984,2,4
2019-04-17T18:00:00,,2.9760000000000004,2,4
2019-04-17T19:00:00,0.004,2.972,2,4
2019-04-17T20:00:00,,2.974,2,4
2019-04-17T21:00:00,,2.9930000000000003,2,4
2019-04-17T22:00:00,0.008,3.015,2,4
2019-04-17T23:00:00,,2.9930000000000003,2,4
2019-04-18T00:00:00,0.008,3.003,3,4
2019-04-18T01:00:00,0.009000000000000001,3.0010000000000003,3,4
2019-04-18T02:00:00,,2.998,3,4
2019-04-18T03:00:00,,3.005,3,4
2019-04-18T04:00:00,,2.99,3,4
2019-04-18T05:00:00,,3.002,3,4
2019-04-18T06:00:00,0.01,2.999,3,4
2019-04-18T07:00:00,,3.012,3,4
2019-04-18T08:00:00,0.008,3.0215,3,4
2019-04-18T09:00:00,,3.037,3,4
2019-04-18T10:00:00,0.008,3.05,3,4
2019-04-18T11:00:00,,3.0345,3,4
2019-04-18T12:00:00,,3.02,3,4
2019-04-18T13:00:00,0.004,2.9960000000000004,3,4
2019-04-18T14:00:00,,2.995,3,4
2019-04-18T15:00:00,0.006999999999999999,2.986,3,4
2019-04-18T16:00:00,,2.98,3,4
2019-04-18T17:00:00,,2.969,3,4
2019-04-18T18:00:00,,2.968,3,4
2019-04-18T19:00:00,,2.969,3,4
2019-04-18T20:00:00,,2.9560000000000004,3,4
2019-04-18T21:00:00,,2.9730000000000003,3,4
2019-04-18T22:00:00,,2.974,3,4
2019-04-18T23:00:00,,2.974,3,4
2019-04-19T00:00:00,,2.9560000000000004,4,4
2019-04-19T01:00:00,,2.946,4,4
2019-04-19T02:00:00,0.009000000000000001,2.9330000000000003,4,4
2019-04-19T03:00:00,,2.931,4,4
2019-04-19T04:00:00,,2.924,4,4
2019-04-19T05:00:00,0.009000000000000001,2.9210000000000003,4,4
2019-04-19T06:00:00,,2.9254999999999995,4,4
2019-04-19T07:00:00,0.01,2.939,4,4
2019-04-19T08:00:00,0.01,2.9645,4,4
2019-04-19T09:00:00,0.009666666666666669,2.9955,4,4
2019-04-19T10:00:00,0.007333333333333333,3.0395,4,4
2019-04-19T11:00:00,0.008333333333333333,3.059,4,4
2019-04-19T12:00:00,,3.073,4,4
2019-04-19T13:00:00,,3.091,4,4
2019-04-19T14:00:00,0.005,3.1305,4,4
